"index","organization_id","name","country","description","order_date","ship_date","industry","no_of_emp","customer_id","product_id","sales"
252,"ac205Ff97dE5F0d","Rosales-Armstrong","Mexico","Customizable methodical function","2014-07-09","2014-07-14","Building Materials",3362,"KC-16540","TEC-AC-10003832","32.4"
253,"fF4cDcD04BC0Da8","Newton LLC","Belarus","Intuitive dynamic Local Area Network","2017-05-22","2017-05-26","Mental Health Care",3886,"DL-13315","OFF-ST-10001228","9.84"
254,"D8D49e364C4Bc6D","Griffin-Bauer","Russian Federation","Synergized 24hour neural-net","2017-05-22","2017-05-26","Security / Investigations",8587,"DL-13315","OFF-EN-10003296","2.78"
255,"6Be8A1EF720Fd32","Whitaker-Lara","Azerbaijan","Persistent motivating project","2016-11-10","2016-11-14","Glass / Ceramics / Concrete",8323,"DR-12880","FUR-FU-10002505","3.64"
256,"85c367eC9bd73CB","Arellano-Kemp","Saint Pierre and Miquelon","Horizontal clear-thinking info-mediaries","2016-11-10","2016-11-14","Medical Equipment",1993,"DR-12880","OFF-ST-10004804","881.93"
257,"fec091eAcCA3Def","Henderson Group","Myanmar","Function-based global secured line","2016-12-02","2016-12-06","Think Tanks",2553,"DR-12880","OFF-ST-10001590","115.84"
258,"94e7CCBaeE6E83A","Simon-Decker","Israel","Self-enabling exuding open system","2017-03-02","2017-03-08","Accounting",9686,"DR-12880","TEC-PH-10001580","107.648"
259,"CC5198A07DcfCFe","Snyder, Gordon and Merritt","Malawi","Stand-alone tertiary frame","2017-09-23","2017-09-25","Management Consulting",1982,"CC-12670","TEC-AC-10000290","199.95"
260,"a832Ebc6811Df1A","Ward-Cox","Barbados","Diverse mobile portal","2017-09-23","2017-09-25","Facilities Services",2996,"CC-12670","OFF-ST-10002790","12.96"
261,"6De050494D4602b","Mathis, Salazar and Ramsey","Indonesia","Optimized homogeneous algorithm","2014-02-11","2014-02-15","Dairy",2781,"CC-12670","OFF-BI-10003460","60.89"
262,"6E2Fa3d40FdfDEC","Hobbs-Johnston","Guinea-Bissau","Multi-channeled uniform task-force","2014-02-11","2014-02-15","Program Development",5840,"Dl-13600","OFF-AP-10002203","14.94"
263,"D343b9db0563A4e","Hunter-Kane","Cook Islands","Secured intangible functionalities","2014-02-11","2014-02-15","Individual / Family Services",346,"SB-20290","TEC-MA-10000822","9.64"
264,"f1D6ccC4fa590a1","Horn-Faulkner","Slovenia","Triple-buffered attitude-oriented process improvement","2014-02-11","2014-02-15","Medical Equipment",6495,"SB-20290","TEC-MA-10003353","332.94"
265,"F8D84D6DF09Ea0e","Singh-Pace","Rwanda","Self-enabling human-resource utilization","2014-02-11","2014-02-15","Broadcast Media",8318,"RC-19825","TEC-PH-10001433","51.9"
266,"1f8d1eb79aAD8e6","Moss Inc","Grenada","Secured client-driven array","2014-02-11","2014-02-15","Electrical / Electronic Manufacturing",48,"AH-10210","TEC-AC-10004469","64.96"
267,"F41FddfA46ad4b8","Tate Ltd","Guatemala","Advanced analyzing middleware","2017-11-11","2017-11-14","Staffing / Recruiting",4118,"CB-12535","OFF-AR-10003602","25.5"
268,"C8684B5670817Dc","Foster-Knapp","Uganda","Optimized foreground middleware","2017-09-02","2017-09-02","Cosmetics",2413,"PG-18895","OFF-FA-10003472","215.976"
269,"9eF87fe5F8d0A16","Hoffman, Castillo and Oneal","Namibia","Sharable foreground moderator","2015-10-09","2015-10-13","Research Industry",2609,"CA-12310","OFF-ST-10004180","389.97"
270,"eB43Ce5CB105Fcc","Maddox-Novak","Costa Rica","Future-proofed asynchronous ability","2015-10-09","2015-10-13","Warehousing",4031,"CA-12310","OFF-EN-10004386","269.91"
271,"bF3cbd862dd99e7","Cordova, Huerta and Barry","Saint Martin","Enhanced bottom-line service-desk","2017-11-24","2017-12-01","Research Industry",7118,"KH-16690","OFF-ST-10003208","11.673"
272,"30A079b41f85cf7","Horn-Blake","Hungary","Persistent eco-centric project","2017-11-24","2017-12-01","Dairy",4156,"HA-14920","TEC-AC-10003628","64.848"
273,"Ae0e362b3A36abC","Reynolds, Hays and Hampton","Niger","Exclusive disintermediate benchmark","2014-02-08","2014-02-09","Semiconductors",3752,"HA-14920","FUR-FU-10003274","14.56"
274,"7c8753fDe02D1a1","Holloway LLC","Malawi","Extended asynchronous moderator","2015-09-25","2015-09-25","Investment Banking / Venture",561,"HA-14920","OFF-BI-10002557","102.582"
275,"8e07E6bABe4dAd5","Kelley, Nash and Burns","Saint Helena","Diverse 24hour hub","2015-09-25","2015-09-25","Printing",2913,"BB-10990","OFF-PA-10002615","20.04"
276,"54FA48043aaaCD4","Jacobs-Sawyer","Cape Verde","Phased system-worthy website","2017-08-21","2017-08-28","Maritime",3118,"BB-10990","OFF-AR-10001427","32.088"
277,"e7e1d499c94d9dD","Russo-Cameron","Indonesia","Proactive analyzing knowledgebase","2017-08-21","2017-08-28","Apparel / Fashion",5680,"AG-10495","OFF-PA-10000673","4305.552"
278,"C7e63E490BDe0E4","Cain Group","Niue","Cross-platform full-range project","2016-05-12","2016-05-17","Supermarkets",9505,"AG-10495","OFF-PA-10004470","10.02"
279,"6F1CDBD6364d8c8","Shea-Peck","Saint Helena","Visionary directional attitude","2016-05-12","2016-05-17","Alternative Medicine",8338,"AG-10495","OFF-ST-10000876","631.96"
280,"6426a5886e94bcd","Grimes PLC","Korea","Universal interactive standardization","2017-09-02","2017-09-06","Civil Engineering",3070,"AG-10495","OFF-LA-10002043","1577.94"
281,"136dd17EbFae94F","Hopkins-Wood","Croatia","De-engineered reciprocal customer loyalty","2014-10-10","2014-10-10","Pharmaceuticals",3160,"SC-20725","OFF-BI-10004967","255.85"
282,"Ff3AEca14f2b61b","Hobbs, Evans and Holder","Italy","Customizable explicit flexibility","2016-05-26","2016-05-29","Aviation / Aerospace",8461,"SC-20725","TEC-PH-10001760","184.704"
283,"00B6a6Fdc035Ff3","Fletcher PLC","Grenada","Configurable transitional benchmark","2016-05-26","2016-05-29","Logistics / Procurement",5184,"JO-15280","FUR-TA-10002903","47.92"
284,"AACAdFaD1365DA3","Macias-Roth","Hungary","Realigned empowering service-desk","2017-12-01","2017-12-05","Defense / Space",6796,"TB-21520","OFF-PA-10000474","15.936"
285,"ab2BFeC96f40b9b","Guerra, Mays and Alvarado","India","Implemented 24hour orchestration","2017-12-01","2017-12-05","Fine Art",1971,"TB-21520","TEC-AC-10001956","8.001"
286,"5E2BB2DAcE9511e","Whitaker Group","Chad","Open-source zero administration approach","2017-12-01","2017-12-05","Computer Software / Engineering",7007,"TB-21520","OFF-PA-10004100","398.972"
287,"A4fECc8Bb7afF7B","Fritz Ltd","Kazakhstan","De-engineered intangible protocol","2016-09-20","2016-09-24","Graphic Design / Web Design",7020,"AH-10195","OFF-BI-10000778","163.88"
288,"bcAaC3ADb10bF1C","Knapp-Maldonado","Christmas Island","Cross-group national circuit","2017-09-11","2017-09-15","E - Learning",6143,"AH-10195","OFF-AP-10002684","67.9"
289,"a0bbB5aB97FE257","Robinson PLC","Canada","Function-based analyzing benchmark","2016-12-30","2017-01-04","Broadcast Media",1310,"AH-10195","OFF-SU-10000646","72.224"
290,"081ABB2Bd2ebFD7","Adkins-Walters","Malawi","Multi-channeled homogeneous moratorium","2017-09-02","2017-09-04","Sports",1790,"NZ-18565","OFF-FA-10002983","11.696"
291,"E7A2a45EfbCcD6A","Wu-Murray","Pitcairn Islands","User-centric 24/7 encoding","2014-11-18","2014-11-23","Veterinary",728,"NZ-18565","OFF-LA-10004689","392.94"
292,"22F15Be620aA6aE","Foster Inc","France","Enterprise-wide well-modulated parallelism","2015-11-21","2015-11-24","Legislative Office",7348,"NZ-18565","TEC-AC-10002001","18.176"
293,"A6A0DffaC6DcEca","Arellano, Moran and Conway","Papua New Guinea","Configurable intermediate customer loyalty","2017-06-19","2017-06-26","Food / Beverages",4941,"NZ-18565","FUR-BO-10004709","6.888"
294,"e3B672feED6ECbA","Todd-Mccarty","Guinea-Bissau","Upgradable intangible application","2017-06-19","2017-06-26","Performing Arts",1416,"KL-16555","FUR-FU-10004091","457.485"
295,"C9dBFbFffFeF44C","Lee-Marks","Costa Rica","Vision-oriented object-oriented info-mediaries","2017-11-30","2017-12-03","Marketing / Advertising / Sales",3511,"KL-16555","FUR-CH-10001891","1079.316"
296,"c17dD0331Dc1cFC","Watkins, Russo and Henry","Turkmenistan","Seamless dedicated application","2014-04-23","2014-04-26","Real Estate / Mortgage",2401,"KL-16555","FUR-FU-10002918","48.91"
297,"F4Ba33FaAE5Dcc6","Dixon Inc","Guinea-Bissau","Cross-platform radical help-desk","2014-09-23","2014-09-25","Utilities",7607,"KL-16555","OFF-BI-10004593","9.84"
298,"a4FF0d1bed7Ad9f","Watkins Group","Guernsey","Realigned methodical conglomeration","2014-09-23","2014-09-25","Mental Health Care",9013,"KL-16555","OFF-FA-10004854","34.5"
299,"a8fd24e2Bb7d0fD","Kirk-Moody","Cameroon","Operative solution-oriented process improvement","2017-03-02","2017-03-02","Government Administration",4110,"JD-15895","OFF-PA-10002105","0.556"
300,"fDCCeeFfaC73497","Larson Ltd","Gabon","Function-based tertiary superstructure","2017-11-17","2017-11-21","Wireless",5197,"JD-15895","OFF-ST-10002756","43.8"
301,"05BbFBDA2aD8E1a","Perez Group","Comoros","Devolved empowering complexity","2017-05-28","2017-06-01","Wine / Spirits",8889,"JD-15895","OFF-PA-10004243","13.872"
302,"8ae1CfdE8B9d2fe","Charles Inc","New Zealand","Digitized client-driven concept","2017-05-28","2017-06-01","Utilities",7014,"JD-15895","FUR-FU-10001861","115.96"
303,"18640d896C7CBfA","Green-Frye","Uzbekistan","Customizable directional monitoring","2015-04-18","2015-04-22","Computer Networking",7776,"JD-15895","OFF-BI-10002706","41.424"
304,"b81Ea4bD32537CF","Banks PLC","Greece","Down-sized optimizing workforce","2015-04-18","2015-04-22","Machinery",7919,"JH-15910","FUR-TA-10002533","244.768"
305,"CCD85e8579f9c7E","Hood, Evans and Waters","Austria","Cloned bottom-line circuit","2015-04-18","2015-04-22","Medical Equipment",6998,"AS-10225","FUR-FU-10002671","74.352"
306,"9dbC7aDCc0aa5cd","Roberson-Bailey","Maldives","Customer-focused analyzing neural-net","2015-04-18","2015-04-22","Political Organization",4131,"KB-16600","OFF-AR-10003651","4.312"
307,"c5a29a5D184A255","Hurley-Marquez","Sudan","Versatile modular Local Area Network","2015-04-18","2015-04-22","Telecommunications",3313,"CR-12625","OFF-BI-10001072","56.686"
308,"EaF5Ae0FCBCB4dD","Macdonald PLC","Ethiopia","Progressive hybrid complexity","2015-04-18","2015-04-22","Events Services",6603,"CR-12625","OFF-AR-10002135","97.968"
309,"7FDEEff01a742DE","Salas and Sons","Iran","Visionary scalable parallelism","2015-04-18","2015-04-22","Food Production",2668,"SH-20395","OFF-AR-10002804","7.872"
310,"e9bebD37bfEE7BB","Howe, Byrd and Owens","Australia","Pre-emptive reciprocal application","2015-04-18","2015-04-22","Financial Services",7597,"BP-11185","FUR-FU-10001918","15.552"
311,"DF8e88CfabC1f3d","Acosta-Lam","Finland","Front-line maximized task-force","2015-04-18","2015-04-22","Oil / Energy / Solar / Greentech",4437,"BP-11185","FUR-CH-10004086","1.476"
312,"F32aed40d49dE04","Crane PLC","Gibraltar","Automated content-based extranet","2015-09-19","2015-09-24","Information Services",6357,"BP-11185","FUR-FU-10001756","8.4"
313,"232421dDBa377D2","English, Oneal and Savage","Nicaragua","Multi-layered actuating toolset","2014-03-25","2014-03-30","Dairy",3209,"BP-11185","OFF-LA-10000634","6.56"
314,"bf25c5b234e77B3","Carey, Moss and Bolton","Timor-Leste","De-engineered human-resource utilization","2014-03-25","2014-03-30","Graphic Design / Web Design",2613,"TS-21205","FUR-FU-10001588","14.88"
315,"99EB2cd1DD8BA61","Caldwell Ltd","Tonga","Distributed 24/7 functionalities","2014-03-25","2014-03-30","Entertainment / Movie Production",5260,"AG-10525","TEC-PH-10002398","45.48"
316,"5ddEF3d40fd0dd5","Maddox Ltd","Malawi","Advanced contextually-based task-force","2014-03-25","2014-03-30","Individual / Family Services",5972,"AG-10525","OFF-PA-10001937","25.44"
317,"47344A0D7deD6A5","Byrd Inc","Jordan","Mandatory multi-state circuit","2016-08-26","2016-08-31","Computer Games",3182,"SP-20860","OFF-AR-10003373","146.688"
318,"71D0fABEF420aC6","Williams-Pennington","Greenland","Profit-focused fault-tolerant database","2017-03-06","2017-03-12","Packaging / Containers",4484,"NM-18445","FUR-CH-10002602","4.928"
319,"EbcdB3f8D9Ac4a0","Schaefer, Graham and Valdez","United Arab Emirates","Ameliorated 24/7 monitoring","2017-03-06","2017-03-12","Chemicals",1681,"NM-18445","TEC-MA-10002927","63.488"
320,"53Dc3Cb36Be137a","Oconnell-Ponce","Uzbekistan","Inverse interactive task-force","2015-11-11","2015-11-11","Alternative Dispute Resolution",6702,"NM-18445","TEC-PH-10004093","418.32"
321,"2dc933BD78EfECA","Schroeder LLC","Kenya","Innovative web-enabled application","2015-11-11","2015-11-11","Transportation",1185,"NM-18445","TEC-AC-10000892","123.858"
322,"231DABce88aD4eD","Horn-Pace","Vanuatu","Future-proofed system-worthy hub","2016-04-05","2016-04-09","Outsourcing / Offshoring",6162,"NM-18445","OFF-ST-10002974","118.782"
323,"7AAa6F43E615F0F","Donovan-Carson","Pakistan","Re-engineered explicit approach","2016-04-05","2016-04-09","Human Resources / HR",7498,"FA-14230","OFF-FA-10000624","769.184"
324,"be58dba10FE0F9f","Pittman-Buchanan","United States of America","Organic motivating complexity","2017-02-21","2017-02-26","Farming",3610,"GK-14620","OFF-BI-10004593","47.904"
325,"9e0F10eDFBeCFa7","Bridges, Velez and Rivera","New Zealand","Organic upward-trending database","2017-07-20","2017-07-25","Media Production",8480,"GK-14620","TEC-AC-10001908","13.36"
326,"6F442E8596b4B4e","Michael-Lee","Andorra","Down-sized dynamic core","2017-07-20","2017-07-25","Law Practice / Law Firms",8506,"DJ-13510","FUR-FU-10001967","163.764"
327,"0D2d0dC2ddb267C","Alvarado-Anthony","Cape Verde","Down-sized interactive core","2017-07-20","2017-07-25","Outsourcing / Offshoring",28,"PO-18850","TEC-PH-10003645","183.92"
328,"d8Ec443ba5419A7","Dunlap, Mccullough and Pittman","Israel","Up-sized needs-based extranet","2016-11-04","2016-11-08","Dairy",8217,"PO-18850","OFF-ST-10000675","11.376"
329,"A9BD11dd18Efe77","Petty Ltd","Sao Tome and Principe","Future-proofed non-volatile open architecture","2016-11-04","2016-11-08","Business Supplies / Equipment",7455,"PO-18850","FUR-CH-10003312","66.112"
330,"D9Df1ddb55CEd8b","Flowers, Levy and Wallace","United States Minor Outlying Islands","Profound needs-based hub","2017-09-23","2017-09-29","Chemicals",1831,"PO-18850","OFF-LA-10001074","211.04"
331,"43BA3b8ac463B8b","Brooks Inc","Spain","Open-architected 24/7 process improvement","2017-09-23","2017-09-29","Medical Equipment",4320,"PO-18850","OFF-BI-10001524","594.816"
332,"487110e58a9b49f","Hanna PLC","French Southern Territories","Multi-channeled maximized circuit","2017-09-23","2017-09-29","Sports",7806,"JL-15850","TEC-PH-10004614","72.96"
333,"5A3d438BD544b85","Thompson Ltd","Andorra","Extended 24/7 focus group","2017-09-07","2017-09-10","Chemicals",6676,"JL-15850","OFF-BI-10001153","80.96"
334,"c477DFE441Aa317","Hendricks PLC","Grenada","Devolved uniform analyzer","2017-09-07","2017-09-10","Defense / Space",4680,"JL-15850","OFF-BI-10001982","455.712"
335,"bF0EbcA305EfBe4","Houston-Ayala","Anguilla","Ameliorated high-level adapter","2017-09-07","2017-09-10","Legislative Office",4704,"DB-13615","OFF-BI-10001922","25.98"
336,"f58be3967e3FA62","Palmer-Stokes","Denmark","Devolved neutral approach","2015-11-28","2015-11-30","Civic / Social Organization",3242,"DB-13615","TEC-CO-10001449","45.28"
337,"1d1a0fBb82A912B","Avila-Nelson","Lesotho","Implemented empowering solution","2015-11-12","2015-11-18","Cosmetics",2235,"DB-13615","OFF-BI-10004140","15.56"
338,"f331451EebE6A36","Bird and Sons","Nepal","Enterprise-wide secondary data-warehouse","2016-09-29","2016-10-03","Biotechnology / Greentech",7050,"AC-10420","OFF-BI-10003314","859.2"
339,"5BaCE1cFEFB3274","York, Harding and Huerta","Vietnam","Virtual methodical conglomeration","2017-09-11","2017-09-13","Public Relations / PR",6532,"AC-10420","FUR-TA-10004575","195.68"
340,"F7Adb3A0E3553df","Graham Ltd","Greece","Synchronized bifurcated capability","2017-09-11","2017-09-13","Logistics / Procurement",5786,"KL-16645","OFF-FA-10000490","14.2"
341,"Cc06c8c9ac5d4DB","Dunlap, Moss and Dixon","Estonia","Optional disintermediate frame","2017-05-01","2017-05-02","Information Services",2874,"JD-15895","OFF-AR-10000122","314.352"
342,"7afc73041E58Cc5","Norman-Hoffman","Yemen","Universal uniform task-force","2017-05-01","2017-05-02","Banking / Mortgage",2080,"JD-15895","OFF-BI-10003656","4.608"
343,"61ff50b0CaEcE58","Allison PLC","France","Intuitive explicit pricing structure","2017-09-16","2017-09-20","Maritime",1545,"JD-15895","OFF-FA-10002780","17.9"
344,"51AcF1269e194E8","Parrish Group","British Indian Ocean Territory (Chagos Archipelago)","Persevering incremental contingency","2014-10-19","2014-10-22","Hospital / Health Care",1,"JD-15895","TEC-PH-10000702","2.992"
345,"073cF1eFaADA57a","Gardner Ltd","Bahrain","Enterprise-wide asymmetric customer loyalty","2014-10-19","2014-10-22","Religious Institutions",3702,"CS-12130","OFF-ST-10000107","20.064"
346,"6C5ccdEf7e39310","Everett-Frederick","Palau","Stand-alone web-enabled utilization","2014-10-19","2014-10-22","Executive Office",5890,"CC-12550","TEC-PH-10002293","146.73"
347,"1df847ecdc9E6c8","Kaiser-Newman","Wallis and Futuna","Ergonomic hybrid core","2014-10-19","2014-10-22","Wireless",8323,"TD-20995","OFF-AR-10004027","18.75"
348,"efFe2cB0Aacfdfb","Morris, Villegas and English","Kenya","Multi-channeled cohesive moderator","2014-10-19","2014-10-22","Sporting Goods",9089,"TD-20995","OFF-PA-10000249","117.576"
349,"fe77Df31b8681a9","Nichols, Dawson and Holloway","Uruguay","Phased heuristic Graphic Interface","2016-03-13","2016-03-18","Venture Capital / VC",2198,"TD-20995","OFF-AR-10001374","51.184"
350,"ceAb4db1CaD0ADf","Sharp and Sons","China","Organic neutral infrastructure","2017-02-17","2017-02-20","Investment Management / Hedge Fund / Private Equity",2828,"AB-10060","TEC-AC-10000290","455.97"
351,"a0F2dE6c4fedEee","Mann PLC","Palau","Secured local knowledge user","2017-02-17","2017-02-20","Food Production",5799,"AB-10060","OFF-PA-10001970","5.715"
352,"a5a4bbCb9221Beb","House-Mueller","Mayotte","Vision-oriented bandwidth-monitored utilization","2017-02-17","2017-02-20","Printing",1859,"AB-10060","OFF-BI-10002160","57.594"
353,"446B3aD08A2FfDd","Bright, Randolph and Romero","Namibia","Face-to-face non-volatile approach","2017-02-17","2017-02-20","Sporting Goods",1904,"AB-10060","OFF-PA-10001970","30.144"
354,"680DCa425Fdbb9b","Howe Group","Lesotho","Proactive homogeneous project","2017-02-17","2017-02-20","Newspapers / Journalism",2895,"AB-10060","OFF-BI-10004995","899.43"
355,"cDFbAbdD3Ae5Ca1","Mills-Clements","Kenya","Right-sized responsive hardware","2016-12-22","2016-12-28","Public Relations / PR",8674,"JL-15505","FUR-BO-10002268","842.72"
356,"f6CfeBBa4ACd3CA","Edwards Ltd","Ghana","Universal systemic intranet","2016-12-22","2016-12-28","Military Industry",5943,"JL-15505","OFF-EN-10001137","41.96"
357,"b943Aa9d8d33575","Dougherty-Tate","Honduras","Optimized fault-tolerant infrastructure","2016-09-23","2016-09-27","Food Production",8318,"JL-15505","OFF-AR-10002399","13.216"
358,"E0D3F8BaE7a2fF1","Hill-Ramirez","Niue","Compatible intangible productivity","2016-09-23","2016-09-27","Veterinary",4736,"JL-15505","OFF-PA-10002713","184.752"
359,"Ee6AF2E2fc5dc3b","Frost, Zimmerman and Vargas","Macedonia","Programmable empowering info-mediaries","2017-09-24","2017-09-26","Events Services",4953,"HK-14890","OFF-PA-10002666","520.464"
360,"BeD4cE44B1e9ab6","Conway, Case and Rowland","Vanuatu","Customizable bi-directional conglomeration","2017-09-24","2017-09-26","Investment Banking / Venture",3026,"VB-21745","OFF-AP-10001124","11.424"
361,"40A8FB50DeC2fcB","Combs-Romero","Suriname","Persevering demand-driven moratorium","2015-12-01","2015-12-05","Computer / Network Security",7903,"VB-21745","OFF-LA-10001158","19.44"
362,"DFa6B1Cf6FFbddC","Mccall-Flowers","France","Seamless foreground encoding","2015-12-01","2015-12-05","Sports",4243,"KW-16435","OFF-LA-10001158","3.64"
363,"4fe8c3aAfEA8d46","Hart, Kent and Hurley","Timor-Leste","Upgradable holistic methodology","2015-12-01","2015-12-05","Media Production",2836,"KW-16435","FUR-CH-10000785","18.54"
364,"33f55BF31E1fD3B","Curry Group","Monaco","Managed directional paradigm","2016-01-25","2016-01-28","Paper / Forest Products",2190,"KW-16435","OFF-AR-10003732","43.12"
365,"19d7dE485e79Df6","Hinton, Lucero and Hancock","Cameroon","Fully-configurable discrete definition","2016-01-25","2016-01-28","Medical Equipment",5594,"KW-16435","FUR-FU-10000023","313.722"
366,"4F0Ce0D87b8de03","Daniels Ltd","Togo","Advanced zero tolerance policy","2016-01-25","2016-01-28","Mining / Metals",7702,"JD-16060","OFF-ST-10001713","45.98"
367,"3ED7b5F7C7F2bFe","Cline Inc","Argentina","Enhanced exuding parallelism","2016-01-25","2016-01-28","Translation / Localization",8887,"MK-17905","OFF-BI-10002412","428.68"
368,"4DeD9e3fF968e7C","Guerrero Group","Azerbaijan","Down-sized disintermediate core","2017-03-21","2017-03-25","Civil Engineering",3313,"MK-17905","OFF-SU-10001225","30.576"
369,"2c676BfB58d9907","Humphrey, Holloway and Lutz","Gabon","Managed homogeneous instruction set","2017-03-21","2017-03-25","Museums / Institutions",1419,"MK-17905","OFF-ST-10002406","13.02"
370,"f8a35a4b5d7B2C1","Best, Mckay and Guerrero","Chad","Enterprise-wide encompassing Graphical User Interface","2017-03-21","2017-03-25","Building Materials",871,"MK-17905","FUR-BO-10002545","22.14"
371,"5B0626bfA0EcbE4","Ayers, Andrews and Branch","Ukraine","Secured transitional support","2017-03-21","2017-03-25","Online Publishing",934,"GT-14755","OFF-PA-10002036","359.32"
372,"0B19F0056c68E6F","Holland Group","Estonia","Centralized bandwidth-monitored knowledgebase","2014-08-22","2014-08-25","Paper / Forest Products",7664,"GT-14755","OFF-ST-10002205","11.56"
373,"9dCfc8838153DfD","Saunders-Fitzgerald","Zimbabwe","Cloned solution-oriented utilization","2014-06-08","2014-06-13","Think Tanks",6956,"AG-10900","OFF-BI-10001982","68.48"
374,"d53bb1Ce57423fC","Walls-Guerra","Ukraine","Configurable high-level definition","2014-06-08","2014-06-13","Textiles",5701,"AG-10900","TEC-AC-10003911","1676.88"
375,"E35517078fc19db","Kline-Sampson","Guam","Realigned real-time success","2016-04-07","2016-04-09","Arts / Crafts",2185,"AG-10900","OFF-AR-10000658","37.94"
376,"7b246DE0ba52435","Moyer, Miranda and Fleming","Sierra Leone","Reverse-engineered asynchronous open architecture","2017-11-07","2017-11-09","Staffing / Recruiting",3482,"AG-10900","TEC-AC-10002076","272.97"
377,"baDce4b6B7E6eCf","Mcmahon PLC","Haiti","Stand-alone modular model","2015-05-29","2015-05-31","Automotive",8491,"MM-18280","OFF-PA-10003039","41.568"
378,"cBbb2861C47E17d","Mendoza PLC","Kiribati","Cross-platform tertiary open system","2015-05-29","2015-05-31","Telecommunications",4233,"AR-10405","FUR-TA-10004915","317.058"
379,"b8CF10dF1624bd1","Byrd, Baker and Walsh","Nigeria","Distributed asynchronous standardization","2015-05-29","2015-05-31","Facilities Services",1786,"RA-19915","OFF-AP-10000696","8.04"
380,"a7D5585Efe783de","Wagner-Lawrence","Denmark","Seamless executive flexibility","2017-05-07","2017-05-11","Law Practice / Law Firms",5799,"RA-19915","OFF-ST-10003327","419.944"
381,"B6cF3a0fe2A5acD","Tate PLC","Georgia","Synchronized discrete challenge","2016-06-05","2016-06-09","Machinery",9286,"RA-19915","OFF-BI-10000309","61.38"
382,"0d0C11AFF8A6A8C","Moyer-Benson","Zambia","Managed systemic interface","2015-12-14","2015-12-19","Wireless",6993,"AS-10285","OFF-PA-10004734","50"
383,"7E80E8b87d21c15","Rush, Wilson and Vaughan","Moldova","Implemented encompassing help-desk","2017-12-25","2017-12-29","Food / Beverages",168,"AS-10285","OFF-BI-10002225","31.8"
384,"F9799bdF7EbbD2f","Mayer, Rios and Dunn","Tonga","Centralized exuding pricing structure","2017-12-17","2017-12-21","Wireless",2170,"LA-16780","TEC-AC-10004708","32.56"
385,"F6a45A94F830C9c","Ramos Group","Suriname","Ergonomic intangible leverage","2016-05-10","2016-05-15","Wireless",8627,"DO-13435","FUR-TA-10000617","7.072"
386,"60a7985F64aCbAf","Dickerson-Taylor","Cape Verde","Upgradable multi-state middleware","2014-12-23","2014-12-27","Venture Capital / VC",4679,"DO-13435","TEC-AC-10002335","45.528"
387,"bdEfE00e9e5a235","Roth, Rojas and Mora","Mauritania","Virtual uniform open system","2014-12-23","2014-12-27","Law Practice / Law Firms",7262,"DK-13225","TEC-MA-10001681","64.784"
388,"EDC90b41FFaa6dE","Vaughn-Tran","Serbia","Compatible static conglomeration","2014-12-23","2014-12-27","Online Publishing",1018,"DK-13225","FUR-FU-10001935","424.272"
389,"854fEBD0bbaCfE4","Williams Group","Micronesia","Intuitive optimal methodology","2014-12-23","2014-12-27","Consumer Goods",3327,"NG-18430","OFF-AR-10004757","1.344"
390,"3A3d7C279Ef39ed","Parsons, Bishop and Joseph","Colombia","User-friendly bottom-line portal","2014-12-23","2014-12-27","Shipbuilding",6864,"MV-18190","OFF-BI-10000050","83.92"
391,"ea29baFAc0Fd400","Thornton-Houston","Honduras","Down-sized 24hour emulation","2017-08-11","2017-08-16","Publishing Industry",6436,"MV-18190","TEC-AC-10001998","25.92"
392,"20BE40d7d2FBbff","Waller-Baker","Saint Helena","Advanced tertiary architecture","2017-08-27","2017-08-31","Printing",2468,"JG-15115","TEC-PH-10003012","120.576"
393,"acc4b161ae09e3E","Kerr PLC","Germany","Persevering cohesive intranet","2017-01-19","2017-01-23","Animation",7096,"JG-15115","TEC-CO-10002313","79.92"
394,"c48FebCF2558deC","David, Whitaker and Sweeney","Lao People's Democratic Republic","Compatible fresh-thinking framework","2017-01-19","2017-01-23","Law Enforcement",3123,"BP-11095","OFF-BI-10003982","12.28"
395,"4726122456a714a","Levine, Buchanan and Lara","Romania","Enterprise-wide intangible extranet","2017-01-19","2017-01-23","Shipbuilding",38,"VP-21730","OFF-BI-10004492","542.94"
396,"a83B7d8ed965d17","Rocha, Henson and Gutierrez","Germany","Inverse human-resource groupware","2017-01-19","2017-01-23","Library",3842,"SS-20140","OFF-ST-10000798","2.04"
397,"fFc3F01B082eDdB","Crosby, Villa and Rich","United States Minor Outlying Islands","Synergized cohesive forecast","2015-06-19","2015-06-24","Renewables / Environment",3686,"SS-20140","OFF-PA-10002552","228.92"
398,"eCB7Aae9A6cB36D","Skinner PLC","Anguilla","Front-line next generation algorithm","2017-03-13","2017-03-16","Legal Services",485,"HP-14815","OFF-SU-10002573","7.992"
399,"ea75cD979Ec705F","Bowen-Shaw","Cook Islands","Vision-oriented mobile interface","2015-10-25","2015-10-25","Medical Equipment",1243,"AG-10675","OFF-ST-10001580","582.336"
400,"f6CEfe6cBEaF3A2","Graves, Hogan and Bryan","Puerto Rico","Seamless asynchronous data-warehouse","2014-09-20","2014-09-23","Dairy",2856,"AG-10675","FUR-BO-10004834","629.95"
401,"fBE5c3EC42Ef478","George-Ramirez","Mexico","User-friendly multimedia encoding","2014-09-20","2014-09-23","International Trade / Development",522,"AG-10675","OFF-ST-10000934","631.782"
